OBJECTID,Join_Count,TARGET_FID,JOIN_FID,FID_LandCover_Elicott,Id,gridcode,FID_soils,AREASYMBOL,SPATIALVER,MUSYM,MUKEY,HydroSG,CN,Land_Cover,Acres,Percent_Area,compositeCN,Id_1,gridcode_1,Shape_Length_1,Shape_Area_1,Shape_Length,Shape_Area
1432,1,1432,46,592,527421,21,163,MD027,6,GoB,793004,C,79,"Developed, Open Space",0.0302310,0.0000127,0.0010069,46,36,4299.736166652386601,687962.435289726126939,57.794776630035784,122.340433461767418
1433,1,1433,46,592,527421,21,187,MD027,6,MoC,793443,D,84,"Developed, Open Space",0.0486135,0.0000205,0.0017217,46,36,4299.736166652386601,687962.435289726126939,63.398264330043560,196.731661402933042
1434,1,1434,46,593,527422,41,107,MD027,6,LaC,813450,C,73,Deciduous Forest,0.0543652,0.0000229,0.0016732,46,36,4299.736166652386601,687962.435289726126939,91.239197881044760,220.008096839095117
1435,1,1435,41,594,527612,43,41,MD027,6,LoB,793428,C,73,Mixed Forest,0.0218360,0.0000092,0.0006721,41,30,1666.386666209197301,120547.332291464525042,59.919350892062269,88.367067022250538
1436,1,1436,41,594,527612,43,100,MD027,6,LoC,793429,C,73,Mixed Forest,0.1205814,0.0000508,0.0037112,41,30,1666.386666209197301,120547.332291464525042,103.858399854585443,487.975706397530587
1437,1,1437,41,595,527613,41,100,MD027,6,LoC,793429,C,73,Deciduous Forest,0.1424174,0.0000600,0.0043833,41,30,1666.386666209197301,120547.332291464525042,112.494012449248643,576.342773519115781
1438,1,1438,40,596,527614,41,190,MD027,6,LoC,793429,C,73,Deciduous Forest,0.0003093,0.0000001,0.0000095,40,32,1714.008049636451233,146320.382222482352518,6.953723243805110,1.251576611925860
1439,1,1439,40,596,527614,41,200,MD027,6,WcB,793659,D,79,Deciduous Forest,0.1421624,0.0000599,0.0047351,40,32,1714.008049636451233,146320.382222482352518,111.467524794232261,575.310923499266437
1440,1,1440,44,597,527615,21,25,MD027,6,LrD,793430,C,79,"Developed, Open Space",0.1999778,0.0000843,0.0066608,44,34,2040.080042330474726,242411.317755026975647,111.776621958363279,809.281449065683546
1441,1,1441,44,597,527615,21,190,MD027,6,LoC,793429,C,79,"Developed, Open Space",0.0224170,0.0000095,0.0007467,44,34,2040.080042330474726,242411.317755026975647,48.733274921897269,90.718551074014783
1442,1,1442,44,598,527616,21,25,MD027,6,LrD,793430,C,79,"Developed, Open Space",0.0544331,0.0000229,0.0018130,44,34,2040.080042330474726,242411.317755026975647,72.546362227098001,220.282971775928559
1443,1,1443,44,598,527616,21,163,MD027,6,GoB,793004,C,79,"Developed, Open Space",0.1679617,0.0000708,0.0055944,44,34,2040.080042330474726,242411.317755026975647,108.485798789457334,679.717028279950796
1444,1,1444,46,599,527617,43,34,MD027,6,LrD,793430,C,73,Mixed Forest,0.6121510,0.0002581,0.0188406,46,36,4299.736166652386601,687962.435289726126939,216.041277039860660,2477.287266029410603
1445,1,1445,46,599,527617,43,39,MD027,6,LoB,793428,C,73,Mixed Forest,0.3082474,0.0001300,0.0094872,46,36,4299.736166652386601,687962.435289726126939,175.506607060984322,1247.433102198440565
1446,1,1446,46,599,527617,43,186,MD027,6,MoC,793443,D,79,Mixed Forest,0.3399114,0.0001433,0.0113216,46,36,4299.736166652386601,687962.435289726126939,172.655646356877099,1375.572600781258870
1447,1,1447,36,600,527787,22,101,MD027,6,LoC,793429,C,79,"Developed, Low Intensity",5.9573216,0.0025117,0.1984233,36,28,4927.229005391389364,896810.290154449874535,1197.081307535089991,24108.425404698948114
1448,1,1448,36,600,527787,22,109,MD027,6,LeB,793012,C,79,"Developed, Low Intensity",0.0042545,0.0000018,0.0001417,36,28,4927.229005391389364,896810.290154449874535,19.625359702389662,17.217541065686440
1449,1,1449,36,600,527787,22,156,MD027,6,LrF,793431,C,79,"Developed, Low Intensity",0.2320771,0.0000978,0.0077299,36,28,4927.229005391389364,896810.290154449874535,205.314616742695051,939.182597892412332
1450,1,1450,45,600,527787,22,177,MD027,6,UaF,628165,,,"Developed, Low Intensity",1.1450421,0.0004828,,45,33,2126.402011440691695,158256.429778434190666,638.756684051123898,4633.820584695811704
1451,1,1451,40,601,527788,22,80,MD027,6,LoB,793428,C,79,"Developed, Low Intensity",6.4390669,0.0027148,0.2144690,40,32,1714.008049636451233,146320.382222482352518,1222.766731724960209,26057.979082842146454
1452,1,1452,40,601,527788,22,200,MD027,6,WcB,793659,D,84,"Developed, Low Intensity",0.1658907,0.0000699,0.0058751,40,32,1714.008049636451233,146320.382222482352518,128.671007377848468,671.335817345346186
1453,1,1453,44,602,527789,21,25,MD027,6,LrD,793430,C,79,"Developed, Open Space",0.0418799,0.0000177,0.0013949,44,34,2040.080042330474726,242411.317755026975647,51.764855727221615,169.481835182252723
1454,1,1454,44,602,527789,21,190,MD027,6,LoC,793429,C,79,"Developed, Open Space",0.0554759,0.0000234,0.0018478,44,34,2040.080042330474726,242411.317755026975647,71.456818038426775,224.503079907715460
1455,1,1455,44,602,527789,21,200,MD027,6,WcB,793659,D,84,"Developed, Open Space",0.0451159,0.0000190,0.0015978,44,34,2040.080042330474726,242411.317755026975647,65.454136064012104,182.577584710853216
1458,1,1458,38,604,527791,22,30,MD027,6,LrF,793431,C,79,"Developed, Low Intensity",0.7632341,0.0003218,0.0254214,38,31,3488.474450274877199,378318.536004210473038,308.739202872123997,3088.698713222537663
1459,1,1459,46,604,527791,22,34,MD027,6,LrD,793430,C,79,"Developed, Low Intensity",0.9525075,0.0004016,0.0317256,46,36,4299.736166652386601,687962.435289726126939,498.708323719475118,3854.661112140622208
1460,1,1460,38,604,527791,22,39,MD027,6,LoB,793428,C,79,"Developed, Low Intensity",17.2676773,0.0072803,0.5751425,38,31,3488.474450274877199,378318.536004210473038,1931.169881833004183,69879.809479219824425
1461,1,1461,38,604,527791,22,77,MD027,6,McD,793437,B,69,"Developed, Low Intensity",2.4566779,0.0010358,0.0714680,38,31,3488.474450274877199,378318.536004210473038,650.171120844237407,9941.823124580236254
1462,1,1462,46,604,527791,22,152,MD027,6,MgF,793439,B,69,"Developed, Low Intensity",0.0770976,0.0000325,0.0022429,46,36,4299.736166652386601,687962.435289726126939,121.976732394737709,312.002706176324125
1465,1,1465,46,606,527793,43,34,MD027,6,LrD,793430,C,73,Mixed Forest,0.6671845,0.0002813,0.0205345,46,36,4299.736166652386601,687962.435289726126939,239.999999986961484,2699.999999580904841
1466,1,1466,46,607,527794,21,33,MD027,6,LrD,793430,C,79,"Developed, Open Space",0.0855382,0.0000361,0.0028491,46,36,4299.736166652386601,687962.435289726126939,88.615274183406655,346.160908922514864
1467,1,1467,46,607,527794,21,163,MD027,6,GoB,793004,C,79,"Developed, Open Space",0.0666488,0.0000281,0.0022199,46,36,4299.736166652386601,687962.435289726126939,76.224742464250369,269.718269073485430
1468,1,1468,46,608,527795,43,32,MD027,6,LrF,793431,C,73,Mixed Forest,0.6957605,0.0002933,0.0214140,46,36,4299.736166652386601,687962.435289726126939,252.207825152654152,2815.643074437982250
1469,1,1469,46,608,527795,43,63,MD027,6,LmB,793427,C,73,Mixed Forest,1.0795927,0.0004552,0.0332275,46,36,4299.736166652386601,687962.435289726126939,341.091378233421324,4368.956900343815505
1470,1,1470,46,608,527795,43,107,MD027,6,LaC,813450,C,73,Mixed Forest,0.5513485,0.0002325,0.0169693,46,36,4299.736166652386601,687962.435289726126939,247.378913400324336,2231.228134151740960
1472,1,1472,41,610,527962,41,100,MD027,6,LoC,793429,C,73,Deciduous Forest,0.2758182,0.0001163,0.0084891,41,30,1666.386666209197301,120547.332291464525042,217.748300070727709,1116.196671671627428
1473,1,1473,41,610,527962,41,205,MD027,6,MoB,793442,D,79,Deciduous Forest,0.4941479,0.0002083,0.0164588,41,30,1666.386666209197301,120547.332291464525042,208.713846065505948,1999.745710902546534
1474,1,1474,41,611,527963,52,100,MD027,6,LoC,793429,C,73,Shrub/Scrub,0.0445977,0.0000188,0.0013726,41,30,1666.386666209197301,120547.332291464525042,70.561453352953535,180.480691004698230
1475,1,1475,41,611,527963,52,205,MD027,6,MoB,793442,D,79,Shrub/Scrub,0.1777971,0.0000750,0.0059220,41,30,1666.386666209197301,120547.332291464525042,112.371990083988052,719.519309079120831
1476,1,1476,40,612,527964,21,80,MD027,6,LoB,793428,C,79,"Developed, Open Space",0.9159127,0.0003862,0.0305067,40,32,1714.008049636451233,146320.382222482352518,250.505418026037205,3706.567382522687240
1477,1,1477,40,613,527965,21,80,MD027,6,LoB,793428,C,79,"Developed, Open Space",0.1502413,0.0000633,0.0050042,40,32,1714.008049636451233,146320.382222482352518,109.308368704549153,608.004797771944141
1478,1,1478,40,613,527965,21,200,MD027,6,WcB,793659,D,84,"Developed, Open Space",0.0721536,0.0000304,0.0025554,40,32,1714.008049636451233,146320.382222482352518,79.003633340156753,291.995202311874891
1479,1,1479,44,614,527966,41,25,MD027,6,LrD,793430,C,73,Deciduous Forest,0.2706324,0.0001141,0.0083295,44,34,2040.080042330474726,242411.317755026975647,240.577695714797215,1095.210282780612488
1480,1,1480,44,614,527966,41,155,MD027,6,JaB,793008,,,Deciduous Forest,0.4377306,0.0001846,,44,34,2040.080042330474726,242411.317755026975647,279.111560753823937,1771.432771914124487
1481,1,1481,44,614,527966,41,163,MD027,6,GoB,793004,C,73,Deciduous Forest,0.8317954,0.0003507,0.0256008,44,34,2040.080042330474726,242411.317755026975647,275.920701214561348,3366.156598883111656
1482,1,1482,44,614,527966,41,200,MD027,6,WcB,793659,D,79,Deciduous Forest,0.1962309,0.0000827,0.0065360,44,34,2040.080042330474726,242411.317755026975647,129.549128041802049,794.118471552581127
1483,1,1483,44,615,527967,21,155,MD027,6,JaB,793008,,,"Developed, Open Space",0.4370835,0.0001843,,44,34,2040.080042330474726,242411.317755026975647,179.497409476283053,1768.814226883059746
1484,1,1484,44,615,527967,21,163,MD027,6,GoB,793004,C,79,"Developed, Open Space",0.8850147,0.0003731,0.0294776,44,34,2040.080042330474726,242411.317755026975647,277.859887655340515,3581.527569864022098
1485,1,1485,38,616,527968,21,46,MD027,6,LoC,793429,C,79,"Developed, Open Space",0.1424717,0.0000601,0.0047454,38,31,3488.474450274877199,378318.536004210473038,112.521304066564596,576.562500007858034
1489,1,1489,46,618,527970,21,32,MD027,6,LrF,793431,C,79,"Developed, Open Space",0.0145219,0.0000061,0.0004837,46,36,4299.736166652386601,687962.435289726126939,37.121081371036958,58.768025417553574
1491,1,1491,46,618,527970,21,107,MD027,6,LaC,813450,C,79,"Developed, Open Space",0.0273958,0.0000116,0.0009125,46,36,4299.736166652386601,687962.435289726126939,69.384813557961280,110.866851240555818
1492,1,1492,41,619,528168,43,41,MD027,6,LoB,793428,C,73,Mixed Forest,0.3300854,0.0001392,0.0101593,41,30,1666.386666209197301,120547.332291464525042,153.984101917474106,1335.808242601827260
1493,1,1493,41,619,528168,43,100,MD027,6,LoC,793429,C,73,Mixed Forest,0.3370991,0.0001421,0.0103752,41,30,1666.386666209197301,120547.332291464525042,148.842856872706250,1364.191757174655322
1494,1,1494,41,620,528169,41,100,MD027,6,LoC,793429,C,73,Deciduous Forest,0.2223948,0.0000938,0.0068448,41,30,1666.386666209197301,120547.332291464525042,120.000000001862645,900.000000027939677
1495,1,1495,45,621,528170,41,101,MD027,6,LoC,793429,C,73,Deciduous Forest,0.2110286,0.0000890,0.0064950,45,33,2126.402011440691695,158256.429778434190666,151.081200751370091,854.002337204101650
1496,1,1496,45,621,528170,41,177,MD027,6,UaF,628165,,,Deciduous Forest,0.2337611,0.0000986,,45,33,2126.402011440691695,158256.429778434190666,152.643832077166337,945.997662907657059
1497,1,1497,45,622,528171,22,101,MD027,6,LoC,793429,C,79,"Developed, Low Intensity",0.2223948,0.0000938,0.0074074,45,33,2126.402011440691695,158256.429778434190666,119.999999996274710,899.999999944120646
1498,1,1498,40,623,528172,22,80,MD027,6,LoB,793428,C,79,"Developed, Low Intensity",1.2256421,0.0005167,0.0408230,40,32,1714.008049636451233,146320.382222482352518,330.724423210103964,4959.997558692971324
1499,1,1499,40,624,528173,41,80,MD027,6,LoB,793428,C,73,Deciduous Forest,0.1519209,0.0000641,0.0046758,40,32,1714.008049636451233,146320.382222482352518,110.579165013765007,614.801875882478157
1500,1,1500,40,624,528173,41,200,MD027,6,WcB,793659,D,79,Deciduous Forest,0.0704740,0.0000297,0.0023473,40,32,1714.008049636451233,146320.382222482352518,72.883942161013408,285.198124145461463
1501,1,1501,40,625,528174,41,50,MD027,6,LeC,793014,C,73,Deciduous Forest,0.1987681,0.0000838,0.0061176,40,32,1714.008049636451233,146320.382222482352518,198.285870561018498,804.385901557032412
1502,1,1502,40,625,528174,41,80,MD027,6,LoB,793428,C,73,Deciduous Forest,0.0125658,0.0000053,0.0003867,40,32,1714.008049636451233,146320.382222482352518,39.687820541931956,50.852005364107661
1503,1,1503,40,625,528174,41,200,MD027,6,WcB,793659,D,79,Deciduous Forest,0.7546712,0.0003182,0.0251362,40,32,1714.008049636451233,146320.382222482352518,263.844088716118051,3054.045790667028996
1504,1,1504,40,626,528175,41,50,MD027,6,LeC,793014,C,73,Deciduous Forest,0.3679858,0.0001551,0.0113258,40,32,1714.008049636451233,146320.382222482352518,169.066229982863916,1489.185938881857055
1505,1,1505,40,626,528175,41,200,MD027,6,WcB,793659,D,79,Deciduous Forest,0.3054678,0.0001288,0.0101744,40,32,1714.008049636451233,146320.382222482352518,159.840749719771509,1236.184110833681871
1506,1,1506,44,627,528176,21,155,MD027,6,JaB,793008,,,"Developed, Open Space",0.1336182,0.0000563,,44,34,2040.080042330474726,242411.317755026975647,105.995241159146730,540.733781399886084
1507,1,1507,44,627,528176,21,163,MD027,6,GoB,793004,C,79,"Developed, Open Space",0.0887766,0.0000374,0.0029569,44,34,2040.080042330474726,242411.317755026975647,85.011387636458579,359.266218683932948
1509,1,1509,46,629,528178,21,63,MD027,6,LmB,793427,C,79,"Developed, Open Space",0.0973865,0.0000411,0.0032437,46,36,4299.736166652386601,687962.435289726126939,97.890235184755895,394.109066022846889
1510,1,1510,41,630,528356,52,41,MD027,6,LoB,793428,C,73,Shrub/Scrub,0.0552225,0.0000233,0.0016996,41,30,1666.386666209197301,120547.332291464525042,71.368201271510785,223.477707464919007
1511,1,1511,41,630,528356,52,100,MD027,6,LoC,793429,C,73,Shrub/Scrub,0.8343568,0.0003518,0.0256797,41,30,1666.386666209197301,120547.332291464525042,228.327974733776500,3376.522292479201496
1512,1,1512,40,631,528357,41,80,MD027,6,LoB,793428,C,73,Deciduous Forest,0.2223948,0.0000938,0.0068448,40,32,1714.008049636451233,146320.382222482352518,120.000000005587935,900.000000083819032
1513,1,1513,44,632,528358,21,46,MD027,6,LoC,793429,C,79,"Developed, Open Space",0.2223948,0.0000938,0.0074074,44,34,2040.080042330474726,242411.317755026975647,120.000000001862645,900.000000027939677
1516,1,1516,46,634,528360,21,80,MD027,6,LoB,793428,C,79,"Developed, Open Space",0.2223948,0.0000938,0.0074074,46,36,4299.736166652386601,687962.435289726126939,119.999999996274710,899.999999944120646
1517,1,1517,46,635,528361,41,34,MD027,6,LrD,793430,C,73,Deciduous Forest,0.0433623,0.0000183,0.0013346,46,36,4299.736166652386601,687962.435289726126939,63.147618589573966,175.480900007925868
1518,1,1518,46,635,528361,41,80,MD027,6,LoB,793428,C,73,Deciduous Forest,0.1088248,0.0000459,0.0033494,46,36,4299.736166652386601,687962.435289726126939,98.845683319980154,440.398278099207062
1519,1,1519,41,636,528559,21,100,MD027,6,LoC,793429,C,79,"Developed, Open Space",0.3449362,0.0001454,0.0114889,41,30,1666.386666209197301,120547.332291464525042,257.884264498732364,1395.907197462429622
1520,1,1520,41,636,528559,21,177,MD027,6,UaF,628165,,,"Developed, Open Space",0.5546090,0.0002338,,41,30,1666.386666209197301,120547.332291464525042,246.642272305573215,2244.422944184248536
1521,1,1521,41,636,528559,21,205,MD027,6,MoB,793442,D,84,"Developed, Open Space",0.4348239,0.0001833,0.0153995,41,30,1666.386666209197301,120547.332291464525042,178.969609188613333,1759.669858800356451
1522,1,1522,45,637,528560,22,80,MD027,6,LoB,793428,C,79,"Developed, Low Intensity",0.0209648,0.0000088,0.0006983,45,33,2126.402011440691695,158256.429778434190666,44.337531272322948,84.841701190485892
1523,1,1523,45,637,528560,22,101,MD027,6,LoC,793429,C,79,"Developed, Low Intensity",0.0048375,0.0000020,0.0001611,45,33,2126.402011440691695,158256.429778434190666,28.186945202775785,19.576801027484148
1524,1,1524,45,637,528560,22,177,MD027,6,UaF,628165,,,"Developed, Low Intensity",0.8637770,0.0003642,,45,33,2126.402011440691695,158256.429778434190666,293.981513228536983,3495.581497670271347
1525,1,1525,45,638,528561,41,80,MD027,6,LoB,793428,C,73,Deciduous Forest,0.0943944,0.0000398,0.0029053,45,33,2126.402011440691695,158256.429778434190666,87.199145367336016,382.000733188480581
1526,1,1526,45,638,528561,41,101,MD027,6,LoC,793429,C,73,Deciduous Forest,0.5269646,0.0002222,0.0162188,45,33,2126.402011440691695,158256.429778434190666,182.449575795816486,2132.550048146962581
1527,1,1527,40,639,528562,22,50,MD027,6,LeC,793014,C,79,"Developed, Low Intensity",0.0135066,0.0000057,0.0004499,40,32,1714.008049636451233,146320.382222482352518,34.797675697104552,54.659362649009708
1528,1,1528,40,639,528562,22,200,MD027,6,WcB,793659,D,84,"Developed, Low Intensity",0.1289651,0.0000544,0.0045674,40,32,1714.008049636451233,146320.382222482352518,96.420847475300405,521.903137371955495
1530,1,1530,46,641,528564,21,32,MD027,6,LrF,793431,C,79,"Developed, Open Space",0.2962010,0.0001249,0.0098657,46,36,4299.736166652386601,687962.435289726126939,237.616181860305176,1198.682828805778627
1531,1,1531,46,641,528564,21,33,MD027,6,LrD,793430,C,79,"Developed, Open Space",0.2026912,0.0000855,0.0067511,46,36,4299.736166652386601,687962.435289726126939,115.910476538731061,820.262194187846490
1532,1,1532,46,641,528564,21,163,MD027,6,GoB,793004,C,79,"Developed, Open Space",0.3906872,0.0001647,0.0130128,46,36,4299.736166652386601,687962.435289726126939,226.069536453287867,1581.054977229892074
1533,1,1533,41,642,528768,21,100,MD027,6,LoC,793429,C,79,"Developed, Open Space",0.0036885,0.0000016,0.0001229,41,30,1666.386666209197301,120547.332291464525042,19.732356849707173,14.926843043331310
1534,1,1534,41,642,528768,21,177,MD027,6,UaF,628165,,,"Developed, Open Space",0.2187063,0.0000922,,41,30,1666.386666209197301,120547.332291464525042,116.974138835094379,885.073156872849722
1535,1,1535,45,643,528769,41,80,MD027,6,LoB,793428,C,73,Deciduous Forest,0.1991658,0.0000840,0.0061299,45,33,2126.402011440691695,158256.429778434190666,112.365364250395970,805.995256174742281
1536,1,1536,45,643,528769,41,101,MD027,6,LoC,793429,C,73,Deciduous Forest,0.0232291,0.0000098,0.0007149,45,33,2126.402011440691695,158256.429778434190666,49.251724327583396,94.004743797317985
1537,1,1537,40,644,528770,43,80,MD027,6,LoB,793428,C,73,Mixed Forest,1.3174038,0.0005554,0.0405468,40,32,1714.008049636451233,146320.382222482352518,316.189443260259281,5331.344032336082819
1538,1,1538,44,645,528771,43,29,MD027,6,LrF,793431,C,73,Mixed Forest,0.1424717,0.0000601,0.0043850,44,34,2040.080042330474726,242411.317755026975647,112.521304062415595,576.562499928404577
1539,1,1539,41,646,528935,41,41,MD027,6,LoB,793428,C,73,Deciduous Forest,1.5489857,0.0006531,0.0476743,41,30,1666.386666209197301,120547.332291464525042,511.056397688904724,6268.523029095922539
1540,1,1540,41,646,528935,41,100,MD027,6,LoC,793429,C,73,Deciduous Forest,0.1609099,0.0000678,0.0049524,41,30,1666.386666209197301,120547.332291464525042,112.029306386531346,651.179167664656688
1541,1,1541,45,647,528936,22,80,MD027,6,LoB,793428,C,79,"Developed, Low Intensity",0.5974351,0.0002519,0.0198990,45,33,2126.402011440691695,158256.429778434190666,224.258405072391952,2417.734086585449404
1542,1,1542,40,648,528937,22,200,MD027,6,WcB,793659,D,84,"Developed, Low Intensity",0.4447897,0.0001875,0.0157525,40,32,1714.008049636451233,146320.382222482352518,179.999999996274710,1799.999999888241291
1543,1,1543,45,649,529114,21,80,MD027,6,LoB,793428,C,79,"Developed, Open Space",0.9650741,0.0004069,0.0321442,45,33,2126.402011440691695,158256.429778434190666,283.174614237271555,3905.516519862182577
1544,1,1544,45,649,529114,21,101,MD027,6,LoC,793429,C,79,"Developed, Open Space",0.2835270,0.0001195,0.0094436,45,33,2126.402011440691695,158256.429778434190666,139.733308329095365,1147.393254045085541
1545,1,1545,45,649,529114,21,177,MD027,6,UaF,628165,,,"Developed, Open Space",0.1239920,0.0000523,,45,33,2126.402011440691695,158256.429778434190666,163.612873770482281,501.777726103715509
1546,1,1546,44,650,529115,41,29,MD027,6,LrF,793431,C,73,Deciduous Forest,1.4801334,0.0006240,0.0455552,44,34,2040.080042330474726,242411.317755026975647,481.087198162152902,5989.887351279847280
1547,1,1547,44,650,529115,41,80,MD027,6,LoB,793428,C,73,Deciduous Forest,0.4236093,0.0001786,0.0130378,44,34,2040.080042330474726,242411.317755026975647,168.786642575786374,1714.285817446206238
1548,1,1548,44,650,529115,41,155,MD027,6,JaB,793008,,,Deciduous Forest,0.0166676,0.0000070,,44,34,2040.080042330474726,242411.317755026975647,39.637264390128273,67.451235977567123
1549,1,1549,44,650,529115,41,200,MD027,6,WcB,793659,D,79,Deciduous Forest,0.3152661,0.0001329,0.0105007,44,34,2040.080042330474726,242411.317755026975647,157.680490630735250,1275.836532993103447
1553,1,1553,46,652,529117,21,80,MD027,6,LoB,793428,C,79,"Developed, Open Space",0.8356055,0.0003523,0.0278319,46,36,4299.736166652386601,687962.435289726126939,275.182416894730409,3381.575489191602628
1554,1,1554,46,653,529118,21,36,MD027,6,LrD,793430,C,79,"Developed, Open Space",1.6044657,0.0006765,0.0534407,46,36,4299.736166652386601,687962.435289726126939,353.320263730256841,6493.042477363657781
1555,1,1555,46,653,529118,21,80,MD027,6,LoB,793428,C,79,"Developed, Open Space",0.3759423,0.0001585,0.0125217,46,36,4299.736166652386601,687962.435289726126939,327.354256690556781,1521.384434100910767
1556,1,1556,41,654,529301,21,177,MD027,6,UaF,628165,,,"Developed, Open Space",0.1673631,0.0000706,,41,30,1666.386666209197301,120547.332291464525042,106.674518465122688,677.294257646836854
1557,1,1557,41,655,529302,41,41,MD027,6,LoB,793428,C,73,Deciduous Forest,0.6559070,0.0002765,0.0201874,41,30,1666.386666209197301,120547.332291464525042,312.234448751232662,2654.361636285421810
1558,1,1558,41,655,529302,41,100,MD027,6,LoC,793429,C,73,Deciduous Forest,1.0302551,0.0004344,0.0317090,41,30,1666.386666209197301,120547.332291464525042,315.348933162894525,4169.294610245668991
1559,1,1559,41,655,529302,41,177,MD027,6,UaF,628165,,,Deciduous Forest,0.8746545,0.0003688,,41,30,1666.386666209197301,120547.332291464525042,419.084930380845890,3539.600996729826420
1560,1,1560,45,656,529303,22,80,MD027,6,LoB,793428,C,79,"Developed, Low Intensity",1.5567639,0.0006564,0.0518519,45,33,2126.402011440691695,158256.429778434190666,419.999999994412065,6299.999999720603228
1562,1,1562,45,658,529491,23,80,MD027,6,LoB,793428,C,79,"Developed, Medium Intensity",0.6189409,0.0002610,0.0206154,45,33,2126.402011440691695,158256.429778434190666,197.943171209455102,2504.764938268255264
1563,1,1563,45,658,529491,23,177,MD027,6,UaF,628165,,,"Developed, Medium Intensity",0.0024181,0.0000010,,45,33,2126.402011440691695,158256.429778434190666,14.377711053127197,9.785843132650289
1564,1,1564,45,659,529492,21,80,MD027,6,LoB,793428,C,79,"Developed, Open Space",0.6671845,0.0002813,0.0222222,45,33,2126.402011440691695,158256.429778434190666,240.000000005587935,2700.000000083819032
1565,1,1565,45,660,529493,21,80,MD027,6,LoB,793428,C,79,"Developed, Open Space",0.1424174,0.0000600,0.0047436,45,33,2126.402011440691695,158256.429778434190666,112.494012442898594,576.342773429655608
1566,1,1566,43,661,529494,22,99,MD027,6,LoC,793429,C,79,"Developed, Low Intensity",0.9074616,0.0003826,0.0302252,43,35,1112.201770492006290,48158.073667062169989,283.037870830306986,3672.366970975999720
1567,1,1567,47,661,529494,22,200,MD027,6,WcB,793659,D,84,"Developed, Low Intensity",0.0503671,0.0000212,0.0017838,47,38,2819.013952898307707,257584.595577568339650,108.515323699738161,203.828459886002122
1568,1,1568,44,662,529495,21,29,MD027,6,LrF,793431,C,79,"Developed, Open Space",1.2140470,0.0005119,0.0404368,44,34,2040.080042330474726,242411.317755026975647,419.774375550044738,4913.073587198262430
1569,1,1569,43,662,529495,21,44,MD027,6,LoC,793429,C,79,"Developed, Open Space",0.5759498,0.0002428,0.0191834,43,35,1112.201770492006290,48158.073667062169989,280.328846143160717,2330.786268187351652
1570,1,1570,44,662,529495,21,200,MD027,6,WcB,793659,D,84,"Developed, Open Space",1.5476633,0.0006525,0.0548113,44,34,2040.080042330474726,242411.317755026975647,459.369464168467573,6263.171394866215451
1571,1,1571,44,663,529496,43,29,MD027,6,LrF,793431,C,73,Mixed Forest,0.2180375,0.0000919,0.0067107,44,34,2040.080042330474726,242411.317755026975647,200.482450881591575,882.366359373022760
1572,1,1572,44,663,529496,43,80,MD027,6,LoB,793428,C,73,Mixed Forest,0.4491470,0.0001894,0.0138237,44,34,2040.080042330474726,242411.317755026975647,221.999853720507133,1817.633640403459822
1573,1,1573,44,664,529497,52,29,MD027,6,LrF,793431,C,73,Shrub/Scrub,1.2106539,0.0005104,0.0372612,44,34,2040.080042330474726,242411.317755026975647,343.008457962678563,4899.342400586534495
1574,1,1574,44,664,529497,52,46,MD027,6,LoC,793429,C,73,Shrub/Scrub,0.4043535,0.0001705,0.0124451,44,34,2040.080042330474726,242411.317755026975647,222.841750649811758,1636.360414205910274
1575,1,1575,44,664,529497,52,80,MD027,6,LoB,793428,C,73,Shrub/Scrub,0.5902579,0.0002489,0.0181668,44,34,2040.080042330474726,242411.317755026975647,358.249923301071419,2388.689134392599954
1576,1,1576,44,664,529497,52,155,MD027,6,JaB,793008,,,Shrub/Scrub,0.0186832,0.0000079,,44,34,2040.080042330474726,242411.317755026975647,44.548780072633129,75.608051059086108
1582,1,1582,46,666,529499,21,32,MD027,6,LrF,793431,C,79,"Developed, Open Space",1.4142191,0.0005963,0.0471040,46,36,4299.736166652386601,687962.435289726126939,424.694582596960515,5723.141854426393365
1583,1,1583,46,666,529499,21,163,MD027,6,GoB,793004,C,79,"Developed, Open Space",0.2596152,0.0001095,0.0086471,46,36,4299.736166652386601,687962.435289726126939,381.388008749851906,1050.625521433137465
1584,1,1584,45,667,529670,22,80,MD027,6,LoB,793428,C,79,"Developed, Low Intensity",0.5148285,0.0002171,0.0171476,45,33,2126.402011440691695,158256.429778434190666,324.525497266853563,2083.436968209942279
1585,1,1585,45,667,529670,22,177,MD027,6,UaF,628165,,,"Developed, Low Intensity",1.4243581,0.0006005,,45,33,2126.402011440691695,158256.429778434190666,387.709697983302476,5764.172742130941515
1586,1,1586,47,668,529671,22,80,MD027,6,LoB,793428,C,79,"Developed, Low Intensity",0.0276474,0.0000117,0.0009209,47,38,2819.013952898307707,257584.595577568339650,52.349759585488172,111.885192407321370
1587,1,1587,47,668,529671,22,99,MD027,6,LoC,793429,C,79,"Developed, Low Intensity",0.5084662,0.0002144,0.0169357,47,38,2819.013952898307707,257584.595577568339650,183.272809979002318,2057.689724064976417
1588,1,1588,47,668,529671,22,200,MD027,6,WcB,793659,D,84,"Developed, Low Intensity",0.1310709,0.0000553,0.0046419,47,38,2819.013952898307707,257584.595577568339650,101.030370620190070,530.425083464479940
1589,1,1589,47,669,529672,21,99,MD027,6,LoC,793429,C,79,"Developed, Open Space",0.4495865,0.0001896,0.0149746,47,38,2819.013952898307707,257584.595577568339650,200.608621475690342,1819.411817640096388
