OBJECTID,FID_LandCover_Elicott,Id,gridcode,FID_soils,AREASYMBOL,SPATIALVER,MUSYM,MUKEY,HydroSG,Shape_Length,Shape_Area,CN,Land_Cover,Acres,Percent_Area,compositeCN
1966,822,536370,21,139,MD027,6,LrD,793430,C,898.568908413231384,14544.746387480880003,79,"Developed, Open Space",3.5940852,0.0015153,0.1197098
1967,822,536370,21,171,MD027,6,WcB,793659,D,117.903219354612602,753.232831115065324,84,"Developed, Open Space",0.1861279,0.0000785,0.0065918
1968,822,536370,21,189,MD027,6,SrD,793646,B,121.838226952778143,897.212392785515021,69,"Developed, Open Space",0.2217060,0.0000935,0.0064497
1969,823,536371,22,139,MD027,6,LrD,793430,C,137.057476292863811,856.782754471675048,79,"Developed, Low Intensity",0.2117156,0.0000893,0.0070517
1970,823,536371,22,189,MD027,6,SrD,793646,B,197.214559259080318,1533.842245687606919,69,"Developed, Low Intensity",0.3790207,0.0001598,0.0110262
1971,824,536568,21,132,MD027,6,LoB,793428,C,91.076482867942872,388.248345563825296,79,"Developed, Open Space",0.0959383,0.0000404,0.0031955
1972,825,536569,21,179,MD027,6,UbF,796041,,22.319394251948374,20.873703898766120,,"Developed, Open Space",0.0051580,0.0000022,
1973,825,536569,21,189,MD027,6,SrD,793646,B,123.131150665577806,578.845986598981426,69,"Developed, Open Space",0.1430360,0.0000603,0.0041611
1974,825,536569,21,202,MD027,6,MoB,793442,D,70.905842944744478,300.280309446373053,84,"Developed, Open Space",0.0742009,0.0000313,0.0026279
1975,826,536570,41,139,MD027,6,LrD,793430,C,66.947395256747541,203.539131273215276,73,Deciduous Forest,0.0502956,0.0000212,0.0015480
1976,826,536570,41,189,MD027,6,SrD,793646,B,127.806473505735866,1063.845859023320372,60,Deciduous Forest,0.2628820,0.0001108,0.0066501
1977,826,536570,41,202,MD027,6,MoB,793442,D,110.648932146922107,532.615009759343707,79,Deciduous Forest,0.1316120,0.0000555,0.0043837
1978,827,536571,82,139,MD027,6,LrD,793430,C,130.509029983372614,933.919076207772832,74,Cultivated Crops,0.2307764,0.0000973,0.0072001
1979,827,536571,82,189,MD027,6,SrD,793646,B,118.949844147200849,862.827816488574626,61,Cultivated Crops,0.2132094,0.0000899,0.0054834
1980,827,536571,82,202,MD027,6,MoB,793442,D,8.709009257784162,3.253107191893890,80,Cultivated Crops,0.0008039,0.0000003,0.0000271
1981,828,536759,21,137,MD027,6,LrD,793430,C,151.848856885027544,943.685775859169894,79,"Developed, Open Space",0.2331898,0.0000983,0.0077670
1982,828,536759,21,197,MD027,6,WcB,793659,D,154.214799199403103,945.442798820447138,84,"Developed, Open Space",0.2336240,0.0000985,0.0082739
1983,828,536759,21,219,MD027,6,Ha,793006,D,139.689995034424840,618.482795516853798,84,"Developed, Open Space",0.1528304,0.0000644,0.0054126
1984,829,536760,82,189,MD027,6,SrD,793646,B,120.000000001862645,900.000000027939677,61,Cultivated Crops,0.2223948,0.0000938,0.0057196
1985,830,536761,41,189,MD027,6,SrD,793646,B,119.999999996274710,899.999999944120646,60,Deciduous Forest,0.2223948,0.0000938,0.0056259
1986,831,536762,22,139,MD027,6,LrD,793430,C,497.546806656006879,7289.684674909089154,79,"Developed, Low Intensity",1.8013203,0.0007595,0.0599974
1987,831,536762,22,189,MD027,6,SrD,793646,B,430.533559692314213,4978.914802710049116,69,"Developed, Low Intensity",1.2303166,0.0005187,0.0357915
1988,831,536762,22,202,MD027,6,MoB,793442,D,68.916593142192895,301.861032216530589,84,"Developed, Low Intensity",0.0745915,0.0000314,0.0026417
1989,832,536763,21,189,MD027,6,SrD,793646,B,180.000000005587935,1800.000000167638063,69,"Developed, Open Space",0.4447897,0.0001875,0.0129395
1990,833,536961,21,137,MD027,6,LrD,793430,C,112.521304075240593,576.562500077707227,79,"Developed, Open Space",0.1424717,0.0000601,0.0047454
1991,834,536962,21,139,MD027,6,LrD,793430,C,124.788159536947518,732.100949894422683,79,"Developed, Open Space",0.1809061,0.0000763,0.0060255
1992,834,536962,21,149,MD027,6,UcB,793649,C,104.140765918842376,334.586148112556998,79,"Developed, Open Space",0.0826780,0.0000349,0.0027538
1993,834,536962,21,189,MD027,6,SrD,793646,B,507.558105845599016,8862.852392453667562,69,"Developed, Open Space",2.1900585,0.0009234,0.0637117
1994,835,536963,82,63,MD027,6,LmB,793427,C,72.702119172181469,186.682017548457907,74,Cultivated Crops,0.0461301,0.0000194,0.0014392
1995,835,536963,82,104,MD027,6,GdC,628045,A,285.752046119165243,2361.789929159337589,39,Cultivated Crops,0.5836110,0.0002461,0.0095963
1996,835,536963,82,133,MD027,6,LoB,793428,C,228.297170594958033,1138.382966173112663,74,Cultivated Crops,0.2813005,0.0001186,0.0087764
1997,835,536963,82,139,MD027,6,LrD,793430,C,22.776978300647365,21.731919376254286,74,Cultivated Crops,0.0053701,0.0000023,0.0001675
1998,835,536963,82,149,MD027,6,UcB,793649,C,164.925676272370481,1009.583258569295708,74,Cultivated Crops,0.2494735,0.0001052,0.0077834
1999,835,536963,82,189,MD027,6,SrD,793646,B,487.552415692025932,9317.748350517385916,61,Cultivated Crops,2.3024657,0.0009708,0.0592158
2000,836,536964,21,133,MD027,6,LoB,793428,C,117.866935016946556,713.051435043647530,79,"Developed, Open Space",0.1761988,0.0000743,0.0058687
2001,836,536964,21,189,MD027,6,SrD,793646,B,12.825622916545008,6.839375316255792,69,"Developed, Open Space",0.0016900,0.0000007,0.0000492
2002,837,537181,21,137,MD027,6,LrD,793430,C,80.405211529419589,356.752158136473213,79,"Developed, Open Space",0.0881554,0.0000372,0.0029362
2003,837,537181,21,197,MD027,6,WcB,793659,D,70.153490855020237,219.810341806386020,84,"Developed, Open Space",0.0543163,0.0000229,0.0019236
2004,838,537182,41,149,MD027,6,UcB,793649,C,91.068102371210841,389.658712216642357,73,Deciduous Forest,0.0962868,0.0000406,0.0029635
2005,838,537182,41,189,MD027,6,SrD,793646,B,279.113607403154163,3210.341287727478175,60,Deciduous Forest,0.7932926,0.0003345,0.0200678
2006,839,537373,21,49,MD027,6,LeC,793014,C,660.767306420753698,6329.945355424695663,79,"Developed, Open Space",1.5641636,0.0006595,0.0520983
2007,839,537373,21,64,MD027,6,LmB,793427,C,996.696576076336328,18785.244878027824598,79,"Developed, Open Space",4.6419349,0.0019571,0.1546111
2008,839,537373,21,97,MD027,6,LaC,813450,C,182.797453209867456,1271.431846185892255,79,"Developed, Open Space",0.3141777,0.0001325,0.0104645
2009,839,537373,21,137,MD027,6,LrD,793430,C,1169.988814088273557,12465.629829502699067,79,"Developed, Open Space",3.0803242,0.0012987,0.1025978
2010,839,537373,21,140,MD027,6,LrD,793430,C,537.902016882877774,4768.141112250928927,79,"Developed, Open Space",1.1782334,0.0004968,0.0392440
2011,839,537373,21,171,MD027,6,WcB,793659,D,133.548629308273576,598.019806821503607,84,"Developed, Open Space",0.1477739,0.0000623,0.0052335
2012,839,537373,21,179,MD027,6,UbF,796041,,1455.795218004950812,61087.362988382461481,,"Developed, Open Space",15.0950165,0.0063643,
2013,839,537373,21,219,MD027,6,Ha,793006,D,192.607655190405808,1841.524938636704519,84,"Developed, Open Space",0.4550507,0.0001919,0.0161159
2014,840,537374,71,179,MD027,6,UbF,796041,,168.782986080503406,1607.027380511079173,,Herbaceuous,0.3971051,0.0001674,
2015,840,537374,71,197,MD027,6,WcB,793659,D,66.420819703718962,192.972619684498454,80,Herbaceuous,0.0476846,0.0000201,0.0016084
2016,841,537375,21,179,MD027,6,UbF,796041,,319.651358251799365,4132.057131334030601,,"Developed, Open Space",1.0210536,0.0004305,
2017,841,537375,21,189,MD027,6,SrD,793646,B,209.239175963432018,1602.972555072615251,69,"Developed, Open Space",0.3961031,0.0001670,0.0115232
2018,841,537375,21,197,MD027,6,WcB,793659,D,274.052320048298782,1828.008699355144472,84,"Developed, Open Space",0.4517108,0.0001904,0.0159976
2019,842,537376,41,149,MD027,6,UcB,793649,C,108.564378087331988,699.433255351605681,73,Deciduous Forest,0.1728337,0.0000729,0.0053194
2020,842,537376,41,189,MD027,6,SrD,793646,B,70.155080736537911,200.566744704273617,60,Deciduous Forest,0.0495611,0.0000209,0.0012537
2021,843,537377,21,149,MD027,6,UcB,793649,C,213.750725269648996,2361.705488098736623,79,"Developed, Open Space",0.5835901,0.0002460,0.0194379
2022,844,537544,71,179,MD027,6,UbF,796041,,179.999999990686774,1799.999999748542905,,Herbaceuous,0.4447897,0.0001875,
2023,845,537545,21,179,MD027,6,UbF,796041,,116.505976990240072,852.774805174169046,,"Developed, Open Space",0.2107252,0.0000888,
2024,845,537545,21,197,MD027,6,WcB,793659,D,33.948871709781145,47.225194742011873,84,"Developed, Open Space",0.0116696,0.0000049,0.0004133
2025,846,537546,82,149,MD027,6,UcB,793649,C,496.708680787740946,9195.104842969954916,74,Cultivated Crops,2.2721598,0.0009580,0.0708900
2026,846,537546,82,189,MD027,6,SrD,793646,B,440.465282905034940,9399.035781412749202,61,Cultivated Crops,2.3225522,0.0009792,0.0597324
2027,847,537728,21,1,MD027,6,GmC,793002,C,313.760544967002943,4153.199776690143153,79,"Developed, Open Space",1.0262780,0.0004327,0.0341827
2028,847,537728,21,9,MD027,6,Co,792809,C,254.365192348791680,2459.487671844653505,79,"Developed, Open Space",0.6077526,0.0002562,0.0202427
2029,847,537728,21,13,MD027,6,MaC,793433,B,628.431096866702774,15422.766047318113124,69,"Developed, Open Space",3.8110485,0.0016068,0.1108685
2030,847,537728,21,17,MD027,6,LrF,793431,C,9.915603472707694,2.955373726994343,79,"Developed, Open Space",0.0007303,0.0000003,0.0000243
2031,847,537728,21,29,MD027,6,LrF,793431,C,26.268569090961492,27.937213955087980,79,"Developed, Open Space",0.0069034,0.0000029,0.0002299
2032,847,537728,21,38,MD027,6,LaC,813450,C,467.556472721822502,5112.986708780748813,79,"Developed, Open Space",1.2634466,0.0005327,0.0420822
2033,847,537728,21,44,MD027,6,LoC,793429,C,943.143088863391768,11728.305219102423507,79,"Developed, Open Space",2.8981273,0.0012219,0.0965293
2034,847,537728,21,46,MD027,6,LoC,793429,C,658.829247025091718,7965.671776791067714,79,"Developed, Open Space",1.9683603,0.0008299,0.0655611
2035,847,537728,21,50,MD027,6,LeC,793014,C,739.091878776784597,20826.771285708047799,79,"Developed, Open Space",5.1464071,0.0021698,0.1714138
2036,847,537728,21,65,MD027,6,LmB,793427,C,340.808487426393583,3516.969404871990719,79,"Developed, Open Space",0.8690621,0.0003664,0.0289463
2037,847,537728,21,66,MD027,6,LmB,793427,C,1591.904828591099204,32412.039407538708474,79,"Developed, Open Space",8.0091896,0.0033768,0.2667658
2038,847,537728,21,67,MD027,6,LmB,793427,C,143.555462070287973,1197.915807561275869,79,"Developed, Open Space",0.2960114,0.0001248,0.0098594
2039,847,537728,21,80,MD027,6,LoB,793428,C,12057.939190214992777,463692.736541201826185,79,"Developed, Open Space",114.5809708,0.0483089,3.8164012
2040,847,537728,21,96,MD027,6,LaC,813450,C,387.984421018142257,7475.677880278877637,79,"Developed, Open Space",1.8472803,0.0007788,0.0615282
2041,847,537728,21,99,MD027,6,LoC,793429,C,672.351154082516359,9153.221664772403528,79,"Developed, Open Space",2.2618103,0.0009536,0.0753352
2042,847,537728,21,101,MD027,6,LoC,793429,C,1124.187126199840804,19769.195465233373397,79,"Developed, Open Space",4.8850746,0.0020596,0.1627094
2043,847,537728,21,105,MD027,6,LaC,813450,C,293.701451433599004,3905.462253375564615,79,"Developed, Open Space",0.9650607,0.0004069,0.0321437
2044,847,537728,21,109,MD027,6,LeB,793012,C,562.540508743358373,4726.234751171380594,79,"Developed, Open Space",1.1678780,0.0004924,0.0388990
2045,847,537728,21,114,MD027,6,LeC,793014,C,197.638999169989830,800.663283214080138,79,"Developed, Open Space",0.1978482,0.0000834,0.0065898
2046,847,537728,21,121,MD027,6,GbC,792901,A,13.724693597587134,7.020135534622350,49,"Developed, Open Space",0.0017347,0.0000007,0.0000358
2047,847,537728,21,132,MD027,6,LoB,793428,C,325.192244967775991,2745.220956963568824,79,"Developed, Open Space",0.6783589,0.0002860,0.0225944
2048,847,537728,21,135,MD027,6,LrD,793430,C,371.547228640620688,3244.304503290601133,79,"Developed, Open Space",0.8016851,0.0003380,0.0267021
2049,847,537728,21,155,MD027,6,JaB,793008,,125.190841691227135,829.410623085172119,,"Developed, Open Space",0.2049518,0.0000864,
2050,847,537728,21,156,MD027,6,LrF,793431,C,555.325391376974153,7016.330735430286040,79,"Developed, Open Space",1.7337731,0.0007310,0.0577476
2051,847,537728,21,190,MD027,6,LoC,793429,C,722.652312330608197,10198.965200183836714,79,"Developed, Open Space",2.5202191,0.0010626,0.0839421
2052,847,537728,21,197,MD027,6,WcB,793659,D,523.389588779078167,6414.710733921065184,84,"Developed, Open Space",1.5851096,0.0006683,0.0561375
2053,847,537728,21,198,MD027,6,WcB,793659,D,754.067277793299809,8842.396432277295389,84,"Developed, Open Space",2.1850038,0.0009212,0.0773831
2054,847,537728,21,200,MD027,6,WcB,793659,D,3603.210867521164801,57793.464722166252614,84,"Developed, Open Space",14.2810764,0.0060211,0.5057719
2055,847,537728,21,201,MD027,6,WcB,793659,D,740.865014999324444,9354.825470993973795,84,"Developed, Open Space",2.3116276,0.0009746,0.0818675
2056,847,537728,21,203,MD027,6,MoB,793442,D,433.477630289198999,3901.496616872017967,84,"Developed, Open Space",0.9640808,0.0004065,0.0341434
2057,847,537728,21,215,MD027,6,LeC,793014,C,182.246166073414770,1031.958182069342001,79,"Developed, Open Space",0.2550024,0.0001075,0.0084935
2058,847,537728,21,216,MD027,6,LeC,793014,C,772.099395829972764,13166.902572672961469,79,"Developed, Open Space",3.2536125,0.0013718,0.1083696
2059,848,537729,41,97,MD027,6,LaC,813450,C,55.197883794041843,139.130726651213138,73,Deciduous Forest,0.0343800,0.0000145,0.0010581
2060,848,537729,41,137,MD027,6,LrD,793430,C,101.730796948112072,647.205216574819701,73,Deciduous Forest,0.1599279,0.0000674,0.0049222
2061,848,537729,41,197,MD027,6,WcB,793659,D,70.782265704204292,113.664056857786150,79,Deciduous Forest,0.0280870,0.0000118,0.0009355
2062,849,537730,71,179,MD027,6,UbF,796041,,120.000000009313226,900.000000139698386,,Herbaceuous,0.2223948,0.0000938,
2063,850,538045,22,66,MD027,6,LmB,793427,C,39.634832519020406,39.942417779174455,79,"Developed, Low Intensity",0.0098700,0.0000042,0.0003287
2064,850,538045,22,67,MD027,6,LmB,793427,C,43.712788545663770,70.128261120578514,79,"Developed, Low Intensity",0.0173291,0.0000073,0.0005772
2065,850,538045,22,80,MD027,6,LoB,793428,C,480.031846716643770,4235.708356048757196,79,"Developed, Low Intensity",1.0466664,0.0004413,0.0348618
2066,850,538045,22,96,MD027,6,LaC,813450,C,58.328476636534312,119.993625308612707,79,"Developed, Low Intensity",0.0296511,0.0000125,0.0009876
2067,850,538045,22,132,MD027,6,LoB,793428,C,819.602317929882133,13243.190617903914244,79,"Developed, Low Intensity",3.2724636,0.0013797,0.1089974
2068,850,538045,22,197,MD027,6,WcB,793659,D,239.919505790036965,3026.385154135623907,84,"Developed, Low Intensity",0.7478361,0.0003153,0.0264850
2069,851,538046,21,67,MD027,6,LmB,793427,C,144.344928685877051,798.850090443246131,79,"Developed, Open Space",0.1974002,0.0000832,0.0065749
2070,851,538046,21,132,MD027,6,LoB,793428,C,146.497394741746973,509.666008660594798,79,"Developed, Open Space",0.1259412,0.0000531,0.0041948
2071,851,538046,21,197,MD027,6,WcB,793659,D,2.161957290382086,0.100853051251696,84,"Developed, Open Space",0.0000249,0.0000000,0.0000009
2072,852,538047,21,97,MD027,6,LaC,813450,C,146.158050036638372,865.525547567549211,79,"Developed, Open Space",0.2138760,0.0000902,0.0071237
2073,852,538047,21,179,MD027,6,UbF,796041,,251.405074533474703,2908.760874394737129,,"Developed, Open Space",0.7187704,0.0003030,
2074,852,538047,21,197,MD027,6,WcB,793659,D,283.397105146654781,3425.713578233291173,84,"Developed, Open Space",0.8465123,0.0003569,0.0299797
2075,853,538048,41,85,MD027,6,ChB,792807,C,44.322554200465149,78.646902729493320,73,Deciduous Forest,0.0194341,0.0000082,0.0005981
2076,853,538048,41,179,MD027,6,UbF,796041,,128.755144523342267,314.313721670619998,,Deciduous Forest,0.0776686,0.0000327,
2077,853,538048,41,189,MD027,6,SrD,793646,B,285.395774260231519,3443.547815320850077,60,Deciduous Forest,0.8509192,0.0003588,0.0215255
2078,853,538048,41,197,MD027,6,WcB,793659,D,298.690023953471382,2463.491560139338617,79,Deciduous Forest,0.6087420,0.0002567,0.0202756
2079,854,538049,21,149,MD027,6,UcB,793649,C,185.583857563624548,1593.260335078746493,79,"Developed, Open Space",0.3937032,0.0001660,0.0131133
2080,854,538049,21,189,MD027,6,SrD,793646,B,251.673869091580912,1700.880289986028629,69,"Developed, Open Space",0.4202967,0.0001772,0.0122270
2081,855,538050,23,149,MD027,6,UcB,793649,C,466.678346376961713,12479.707622940737565,79,"Developed, Medium Intensity",3.0838029,0.0013002,0.1027137
2082,855,538050,23,179,MD027,6,UbF,796041,,7.058398466907367,1.990084148179345,,"Developed, Medium Intensity",0.0004918,0.0000002,
2083,855,538050,23,189,MD027,6,SrD,793646,B,365.991902182423928,2803.712970435078205,69,"Developed, Medium Intensity",0.6928126,0.0002921,0.0201548
2084,855,538050,23,197,MD027,6,WcB,793659,D,216.537801230931535,1220.448697131832432,84,"Developed, Medium Intensity",0.3015794,0.0001271,0.0106806
2085,856,538223,22,149,MD027,6,UcB,793649,C,516.635870226106590,12663.894588831406509,79,"Developed, Low Intensity",3.1293166,0.0013194,0.1042296
2086,857,538401,21,85,MD027,6,ChB,792807,C,56.425826507282729,76.600699825718024,79,"Developed, Open Space",0.0189284,0.0000080,0.0006305
2087,857,538401,21,189,MD027,6,SrD,793646,B,173.044966594595905,1719.710151594832041,69,"Developed, Open Space",0.4249496,0.0001792,0.0123623
2088,857,538401,21,197,MD027,6,WcB,793659,D,9.677431086695931,3.689148579449973,84,"Developed, Open Space",0.0009116,0.0000004,0.0000323
2089,858,538572,81,134,MD027,6,LrD,793430,C,31.120049108015820,37.418202526370820,74,Hay/Pasture,0.0092462,0.0000039,0.0002885
2090,858,538572,81,197,MD027,6,WcB,793659,D,115.190469999062344,862.581797613327581,80,Hay/Pasture,0.2131486,0.0000899,0.0071893
2091,859,538573,21,68,MD027,6,LmB,793427,C,12.826521056066763,6.120009350884207,79,"Developed, Open Space",0.0015123,0.0000006,0.0000504
2092,859,538573,21,134,MD027,6,LrD,793430,C,110.244827747111174,794.283668393341600,79,"Developed, Open Space",0.1962718,0.0000828,0.0065373
2093,859,538573,21,197,MD027,6,WcB,793659,D,50.771554892355049,99.596322311653608,84,"Developed, Open Space",0.0246108,0.0000104,0.0008716
2094,860,538761,22,68,MD027,6,LmB,793427,C,79.020800264958737,284.851065730225855,79,"Developed, Low Intensity",0.0703882,0.0000297,0.0023445
2095,860,538761,22,134,MD027,6,LrD,793430,C,105.903029155392645,615.148933822739309,79,"Developed, Low Intensity",0.1520066,0.0000641,0.0050630
2096,861,538762,81,68,MD027,6,LmB,793427,C,189.603814003507779,1773.251649313309827,74,Hay/Pasture,0.4381800,0.0001847,0.0136710
2097,861,538762,81,134,MD027,6,LrD,793430,C,488.528207901306871,6957.211934834485874,74,Hay/Pasture,1.7191645,0.0007248,0.0536369
2098,861,538762,81,197,MD027,6,WcB,793659,D,334.121871405789818,1359.050576247090703,80,Hay/Pasture,0.3358287,0.0001416,0.0113272
2099,862,538763,82,7,MD027,6,LaB,793011,C,456.822365776583069,8068.458460630206901,74,Cultivated Crops,1.9937595,0.0008406,0.0622041
2100,862,538763,82,70,MD027,6,GdD,792983,A,486.357259162894366,3412.280396683791423,39,Cultivated Crops,0.8431929,0.0003555,0.0138646
